iso,country,period,score
MYS,Malaysia,200904,1
MYS,Malaysia,201001,1
MYS,Malaysia,201002,1
MYS,Malaysia,201003,1
MYS,Malaysia,201004,2
MYS,Malaysia,201101,1
MYS,Malaysia,201102,2
MYS,Malaysia,201103,1
MYS,Malaysia,201104,1
MYS,Malaysia,201201,1
MYS,Malaysia,201202,2
MYS,Malaysia,201203,2
MYS,Malaysia,201204,1
MYS,Malaysia,201301,1
MYS,Malaysia,201302,1
MYT,Mayotte,200804,2
MYT,Mayotte,200901,2
MYT,Mayotte,200902,2
MYT,Mayotte,200903,2
MYT,Mayotte,200904,1
MYT,Mayotte,201001,1
MYT,Mayotte,201002,2
MYT,Mayotte,201003,1
MYT,Mayotte,201004,1
MYT,Mayotte,201101,1
MYT,Mayotte,201102,1
MYT,Mayotte,201103,2
MYT,Mayotte,201104,1
MYT,Mayotte,201201,1
MYT,Mayotte,201202,1
MYT,Mayotte,201203,1
MYT,Mayotte,201204,1
MYT,Mayotte,201301,2
MYT,Mayotte,201302,1
NCL,New Caledonia,200804,4
NCL,New Caledonia,200901,4
NCL,New Caledonia,200902,4
NCL,New Caledonia,200903,4
NCL,New Caledonia,200904,4
NCL,New Caledonia,201001,4
NCL,New Caledonia,201002,4
NCL,New Caledonia,201003,4
NCL,New Caledonia,201004,4
NCL,New Caledonia,201101,4
NCL,New Caledonia,201102,4
NCL,New Caledonia,201103,4
NCL,New Caledonia,201104,4
NCL,New Caledonia,201201,4
NCL,New Caledonia,201202,4
NCL,New Caledonia,201203,4
NCL,New Caledonia,201204,4
NCL,New Caledonia,201301,4
NCL,New Caledonia,201302,4
NGA,Nigeria,200804,2
NGA,Nigeria,200901,2
NGA,Nigeria,200902,2
NGA,Nigeria,200903,1
NGA,Nigeria,200904,1
NGA,Nigeria,201001,1
NGA,Nigeria,201002,2
NGA,Nigeria,201003,2
NGA,Nigeria,201004,4
NGA,Nigeria,201101,4
NGA,Nigeria,201102,4
NGA,Nigeria,201103,4
NGA,Nigeria,201104,3
NGA,Nigeria,201201,1
NGA,Nigeria,201202,1
NGA,Nigeria,201203,1
NGA,Nigeria,201204,1
NGA,Nigeria,201301,2
NGA,Nigeria,201302,2
NIC,Nicaragua,200804,4
NIC,Nicaragua,200901,4
NIC,Nicaragua,200902,4
NIC,Nicaragua,200903,4
NIC,Nicaragua,200904,4
NIC,Nicaragua,201001,4
NIC,Nicaragua,201002,4
NIC,Nicaragua,201003,4
NIC,Nicaragua,201004,4
NIC,Nicaragua,201101,1
NIC,Nicaragua,201102,3
NIC,Nicaragua,201103,1
NIC,Nicaragua,201104,1
NIC,Nicaragua,201201,1
NIC,Nicaragua,201202,1
NIC,Nicaragua,201203,2
NIC,Nicaragua,201204,2
NIC,Nicaragua,201301,1
NIC,Nicaragua,201302,1
NPL,Nepal,200804,4
NPL,Nepal,200901,1
NPL,Nepal,200902,1
NPL,Nepal,200903,1
NPL,Nepal,200904,2
NPL,Nepal,201001,2
NPL,Nepal,201002,2
NPL,Nepal,201003,1
NPL,Nepal,201004,1
NPL,Nepal,201101,1
NPL,Nepal,201102,1
NPL,Nepal,201103,1
NPL,Nepal,201104,2
NPL,Nepal,201201,2
NPL,Nepal,201202,2
NPL,Nepal,201203,1
NPL,Nepal,201204,1
NPL,Nepal,201301,1
NPL,Nepal,201302,1
PAN,Panama,200804,1
PAN,Panama,200901,1
PAN,Panama,200902,1
PAN,Panama,200903,1
PAN,Panama,200904,1
PAN,Panama,201001,1
PAN,Panama,201002,2
PAN,Panama,201003,2
PAN,Panama,201004,2
PAN,Panama,201101,2
PAN,Panama,201102,1
PAN,Panama,201103,1
PAN,Panama,201104,1
PAN,Panama,201201,1
PAN,Panama,201202,2
PAN,Panama,201203,2
PAN,Panama,201204,2
PAN,Panama,201301,2
PAN,Panama,201302,2
PER,Peru,200804,1
PER,Peru,200901,1
PER,Peru,200902,1
PER,Peru,200903,1
PER,Peru,200904,1
PER,Peru,201001,1
PER,Peru,201002,1
PER,Peru,201003,1
PER,Peru,201004,1
PER,Peru,201101,1
PER,Peru,201102,1
PER,Peru,201103,1
PER,Peru,201104,2
PER,Peru,201201,1
PER,Peru,201202,2
PER,Peru,201203,2
PER,Peru,201204,2
PER,Peru,201301,1
PER,Peru,201302,1
PHL,Philippines,200804,1
PHL,Philippines,200901,1
PHL,Philippines,200902,1
PHL,Philippines,200903,1
PHL,Philippines,200904,1
PHL,Philippines,201001,2
PHL,Philippines,201002,2
PHL,Philippines,201003,2
PHL,Philippines,201004,2
PHL,Philippines,201101,2
PHL,Philippines,201102,2
PHL,Philippines,201103,1
PHL,Philippines,201104,1
PHL,Philippines,201201,1
PHL,Philippines,201202,1
PHL,Philippines,201203,1
PHL,Philippines,201204,1
PHL,Philippines,201301,1
PHL,Philippines,201302,1
PLW,Palau,200804,4
PLW,Palau,200901,4
PLW,Palau,200902,4
PLW,Palau,200903,4
PLW,Palau,200904,4
PLW,Palau,201001,4
PLW,Palau,201002,4
PLW,Palau,201003,4
PLW,Palau,201004,4
PLW,Palau,201101,4
PLW,Palau,201102,4
PLW,Palau,201103,4
PLW,Palau,201104,4
PLW,Palau,201201,4
PLW,Palau,201202,4
PLW,Palau,201203,4
PLW,Palau,201204,4
PLW,Palau,201301,4
PLW,Palau,201302,4
PNG,Papua New Guinea,200804,1
PNG,Papua New Guinea,200901,1
PNG,Papua New Guinea,200902,2
PNG,Papua New Guinea,200903,2
PNG,Papua New Guinea,200904,1
PNG,Papua New Guinea,201001,1
PNG,Papua New Guinea,201002,1
PNG,Papua New Guinea,201003,2
PNG,Papua New Guinea,201004,2
PNG,Papua New Guinea,201101,2
PNG,Papua New Guinea,201102,2
PNG,Papua New Guinea,201103,2
PNG,Papua New Guinea,201104,1
PNG,Papua New Guinea,201201,1
PNG,Papua New Guinea,201202,1
PNG,Papua New Guinea,201203,1
PNG,Papua New Guinea,201204,1
PNG,Papua New Guinea,201301,1
PNG,Papua New Guinea,201302,1
PRI,Puerto Rico,200804,2
PRI,Puerto Rico,200901,1
PRI,Puerto Rico,200902,1
PRI,Puerto Rico,200903,1
PRI,Puerto Rico,200904,4
PRI,Puerto Rico,201001,4
PRI,Puerto Rico,201002,4
PRI,Puerto Rico,201003,4
PRI,Puerto Rico,201004,4
PRI,Puerto Rico,201101,4
PRI,Puerto Rico,201102,4
PRI,Puerto Rico,201103,4
PRI,Puerto Rico,201104,3
PRI,Puerto Rico,201201,1
PRI,Puerto Rico,201202,1
PRI,Puerto Rico,201203,2
PRI,Puerto Rico,201204,1
PRI,Puerto Rico,201301,2
PRI,Puerto Rico,201302,3
PRY,Paraguay,200804,2
PRY,Paraguay,200901,2
PRY,Paraguay,200902,4
PRY,Paraguay,200903,1
PRY,Paraguay,200904,1
PRY,Paraguay,201001,2
PRY,Paraguay,201002,4
PRY,Paraguay,201003,4
PRY,Paraguay,201004,4
PRY,Paraguay,201101,4
PRY,Paraguay,201102,4
PRY,Paraguay,201103,4
PRY,Paraguay,201104,4
PRY,Paraguay,201201,4
PRY,Paraguay,201202,4
PRY,Paraguay,201203,3
PRY,Paraguay,201204,4
PRY,Paraguay,201301,4
PRY,Paraguay,201302,4
PYF,French Polynesia,200804,4
PYF,French Polynesia,200901,4
PYF,French Polynesia,200902,4
PYF,French Polynesia,200903,4
PYF,French Polynesia,200904,4
PYF,French Polynesia,201001,4
PYF,French Polynesia,201002,4
PYF,French Polynesia,201003,4
PYF,French Polynesia,201004,4
PYF,French Polynesia,201101,4
PYF,French Polynesia,201102,4
PYF,French Polynesia,201103,4
PYF,French Polynesia,201104,4
PYF,French Polynesia,201201,4
PYF,French Polynesia,201202,4
PYF,French Polynesia,201203,4
PYF,French Polynesia,201204,4
PYF,French Polynesia,201301,4
PYF,French Polynesia,201302,4
REU,Reunion,200804,4
REU,Reunion,200901,4
REU,Reunion,200902,4
REU,Reunion,200903,4
REU,Reunion,200904,4
REU,Reunion,201001,4
REU,Reunion,201002,4
REU,Reunion,201003,4
REU,Reunion,201004,4
REU,Reunion,201101,4
REU,Reunion,201102,4
REU,Reunion,201103,4
REU,Reunion,201104,4
REU,Reunion,201201,4
REU,Reunion,201202,4
REU,Reunion,201203,4
REU,Reunion,201204,4
REU,Reunion,201301,4
REU,Reunion,201302,4
RWA,Rwanda,200804,4
RWA,Rwanda,200901,4
RWA,Rwanda,200902,4
RWA,Rwanda,200903,1
RWA,Rwanda,200904,1
RWA,Rwanda,201001,1
RWA,Rwanda,201002,2
RWA,Rwanda,201003,1
RWA,Rwanda,201004,1
RWA,Rwanda,201101,1
RWA,Rwanda,201102,1
RWA,Rwanda,201103,1
RWA,Rwanda,201104,1
RWA,Rwanda,201201,1
RWA,Rwanda,201202,1
RWA,Rwanda,201203,1
RWA,Rwanda,201204,1
RWA,Rwanda,201301,1
RWA,Rwanda,201302,2
SGP,Singapore,200804,1
SGP,Singapore,200901,1
SGP,Singapore,200902,2
SGP,Singapore,200903,4
SGP,Singapore,200904,4
SGP,Singapore,201001,4
SGP,Singapore,201002,4
SGP,Singapore,201003,4
SGP,Singapore,201004,4
SGP,Singapore,201101,4
SGP,Singapore,201102,4
SGP,Singapore,201103,4
SGP,Singapore,201104,4
SGP,Singapore,201201,4
SGP,Singapore,201202,4
SGP,Singapore,201203,4
SGP,Singapore,201204,4
SGP,Singapore,201301,4
SGP,Singapore,201302,4
SLB,Solomon Islands,200804,1
SLB,Solomon Islands,200901,2
SLB,Solomon Islands,200902,2
SLB,Solomon Islands,200903,1
SLB,Solomon Islands,200904,2
SLB,Solomon Islands,201001,4
SLB,Solomon Islands,201002,4
SLB,Solomon Islands,201003,4
SLB,Solomon Islands,201004,4
SLB,Solomon Islands,201101,4
SLB,Solomon Islands,201102,4
SLB,Solomon Islands,201103,4
SLB,Solomon Islands,201104,4
SLB,Solomon Islands,201201,4
SLB,Solomon Islands,201202,4
SLB,Solomon Islands,201203,4
SLB,Solomon Islands,201204,4
SLB,Solomon Islands,201301,4
SLB,Solomon Islands,201302,4
SLE,Sierra Leone,200804,1
SLE,Sierra Leone,200901,1
SLE,Sierra Leone,200902,1
SLE,Sierra Leone,200903,1
SLE,Sierra Leone,200904,1
SLE,Sierra Leone,201001,1
SLE,Sierra Leone,201002,2
SLE,Sierra Leone,201003,2
SLE,Sierra Leone,201004,1
SLE,Sierra Leone,201101,1
SLE,Sierra Leone,201102,1
SLE,Sierra Leone,201103,1
SLE,Sierra Leone,201104,1
SLE,Sierra Leone,201201,2
SLE,Sierra Leone,201202,1
SLE,Sierra Leone,201203,2
SLE,Sierra Leone,201204,2
SLE,Sierra Leone,201301,2
SLE,Sierra Leone,201302,2
SLV,El Salvador,200804,4
SLV,El Salvador,200901,4
SLV,El Salvador,200902,4
SLV,El Salvador,200903,4
SLV,El Salvador,200904,4
SLV,El Salvador,201001,4
SLV,El Salvador,201002,4
SLV,El Salvador,201003,4
SLV,El Salvador,201004,4
SLV,El Salvador,201101,4
SLV,El Salvador,201102,4
SLV,El Salvador,201103,4
SLV,El Salvador,201104,4
SLV,El Salvador,201201,4
SLV,El Salvador,201202,4
SLV,El Salvador,201203,4
SLV,El Salvador,201204,4
SLV,El Salvador,201301,4
SLV,El Salvador,201302,4
SP-,Spratly islands,200804,4
SP-,Spratly islands,200901,4
SP-,Spratly islands,200902,4
SP-,Spratly islands,200903,4
SP-,Spratly islands,200904,4
SP-,Spratly islands,201001,4
SP-,Spratly islands,201002,4
SP-,Spratly islands,201003,4
SP-,Spratly islands,201004,4
SP-,Spratly islands,201101,4
SP-,Spratly islands,201102,4
SP-,Spratly islands,201103,4
SP-,Spratly islands,201104,4
SP-,Spratly islands,201201,4
SP-,Spratly islands,201202,4
SP-,Spratly islands,201203,4
SP-,Spratly islands,201204,4
SP-,Spratly islands,201301,4
SP-,Spratly islands,201302,4
SSD,South Sudan,200804,4
SSD,South Sudan,200901,4
SSD,South Sudan,200902,4
SSD,South Sudan,200903,4
SSD,South Sudan,200904,4
SSD,South Sudan,201001,4
SSD,South Sudan,201002,4
SSD,South Sudan,201003,4
SSD,South Sudan,201004,4
SSD,South Sudan,201101,4
SSD,South Sudan,201102,4
SSD,South Sudan,201103,4
SSD,South Sudan,201104,4
SSD,South Sudan,201201,4
SSD,South Sudan,201202,4
SSD,South Sudan,201203,4
SSD,South Sudan,201204,4
SSD,South Sudan,201301,4
SSD,South Sudan,201302,4
STP,Sao Tome and Principe,200804,4
STP,Sao Tome and Principe,200901,4
STP,Sao Tome and Principe,200902,4
STP,Sao Tome and Principe,200903,4
STP,Sao Tome and Principe,200904,4
STP,Sao Tome and Principe,201001,4
STP,Sao Tome and Principe,201002,4
STP,Sao Tome and Principe,201003,4
STP,Sao Tome and Principe,201004,4
STP,Sao Tome and Principe,201101,4
STP,Sao Tome and Principe,201102,4
STP,Sao Tome and Principe,201103,4
STP,Sao Tome and Principe,201104,4
STP,Sao Tome and Principe,201201,4
STP,Sao Tome and Principe,201202,4
STP,Sao Tome and Principe,201203,4
STP,Sao Tome and Principe,201204,4
STP,Sao Tome and Principe,201301,4
STP,Sao Tome and Principe,201302,4
SUR,Suriname,200804,1
SUR,Suriname,200901,1
SUR,Suriname,200902,1
SUR,Suriname,200903,1
SUR,Suriname,200904,1
SUR,Suriname,201001,1
SUR,Suriname,201002,1
SUR,Suriname,201003,1
SUR,Suriname,201004,2
SUR,Suriname,201101,1
SUR,Suriname,201102,1
SUR,Suriname,201103,1
SUR,Suriname,201104,1
SUR,Suriname,201201,1
SUR,Suriname,201202,1
SUR,Suriname,201203,1
SUR,Suriname,201204,1
SUR,Suriname,201301,1
SUR,Suriname,201302,1
TGO,Togo,200804,1
TGO,Togo,200901,2
TGO,Togo,200902,2
TGO,Togo,200903,1
TGO,Togo,200904,2
TGO,Togo,201001,1
TGO,Togo,201002,1
TGO,Togo,201003,1
TGO,Togo,201004,1
TGO,Togo,201101,1
TGO,Togo,201102,2
TGO,Togo,201103,1
TGO,Togo,201104,2
TGO,Togo,201201,1
TGO,Togo,201202,2
TGO,Togo,201203,1
TGO,Togo,201204,1
TGO,Togo,201301,2
TGO,Togo,201302,2
THA,Thailand,200804,4
THA,Thailand,200901,1
THA,Thailand,200902,1
THA,Thailand,200903,2
THA,Thailand,200904,2
THA,Thailand,201001,2
THA,Thailand,201002,1
THA,Thailand,201003,1
THA,Thailand,201004,1
THA,Thailand,201101,1
THA,Thailand,201102,2
THA,Thailand,201103,2
THA,Thailand,201104,1
THA,Thailand,201201,1
THA,Thailand,201202,1
THA,Thailand,201203,1
THA,Thailand,201204,2
THA,Thailand,201301,2
THA,Thailand,201302,2
TTO,Trinidad and Tobago,200804,1
TTO,Trinidad and Tobago,200901,1
TTO,Trinidad and Tobago,200902,1
TTO,Trinidad and Tobago,200903,1
TTO,Trinidad and Tobago,200904,1
TTO,Trinidad and Tobago,201001,1
TTO,Trinidad and Tobago,201002,1
TTO,Trinidad and Tobago,201003,1
TTO,Trinidad and Tobago,201004,1
TTO,Trinidad and Tobago,201101,1
TTO,Trinidad and Tobago,201102,1
TTO,Trinidad and Tobago,201103,1
TTO,Trinidad and Tobago,201104,1
TTO,Trinidad and Tobago,201201,2
TTO,Trinidad and Tobago,201202,2
TTO,Trinidad and Tobago,201203,2
TTO,Trinidad and Tobago,201204,2
TTO,Trinidad and Tobago,201301,1
TTO,Trinidad and Tobago,201302,1
TWN,Taiwan,200804,4
TWN,Taiwan,200901,4
TWN,Taiwan,200902,4
TWN,Taiwan,200903,4
TWN,Taiwan,200904,4
TWN,Taiwan,201001,4
TWN,Taiwan,201002,1
TWN,Taiwan,201003,1
TWN,Taiwan,201004,1
TWN,Taiwan,201101,1
TWN,Taiwan,201102,1
TWN,Taiwan,201103,2
TWN,Taiwan,201104,1
TWN,Taiwan,201201,2
TWN,Taiwan,201202,2
TWN,Taiwan,201203,2
TWN,Taiwan,201204,2
TWN,Taiwan,201301,2
TWN,Taiwan,201302,2
TZA,Tanzania,200804,1
TZA,Tanzania,200901,1
TZA,Tanzania,200902,1
TZA,Tanzania,200903,2
TZA,Tanzania,200904,2
TZA,Tanzania,201001,1
TZA,Tanzania,201002,1
TZA,Tanzania,201003,2
TZA,Tanzania,201004,1
TZA,Tanzania,201101,1
TZA,Tanzania,201102,2
TZA,Tanzania,201103,2
TZA,Tanzania,201104,2
TZA,Tanzania,201201,1
TZA,Tanzania,201202,1
TZA,Tanzania,201203,1
TZA,Tanzania,201204,1
TZA,Tanzania,201301,1
TZA,Tanzania,201302,1
UGA,Uganda,200804,1
UGA,Uganda,200901,1
UGA,Uganda,200902,1
UGA,Uganda,200903,1
UGA,Uganda,200904,1
UGA,Uganda,201001,1
UGA,Uganda,201002,2
UGA,Uganda,201003,2
UGA,Uganda,201004,2
UGA,Uganda,201101,1
UGA,Uganda,201102,1
UGA,Uganda,201103,1
UGA,Uganda,201104,1
UGA,Uganda,201201,1
UGA,Uganda,201202,1
UGA,Uganda,201203,1
UGA,Uganda,201204,1
UGA,Uganda,201301,2
UGA,Uganda,201302,2
VCT,Saint Vincent and the Grenadines,200804,2
VCT,Saint Vincent and the Grenadines,200901,1
VCT,Saint Vincent and the Grenadines,200902,2
VCT,Saint Vincent and the Grenadines,200903,2
VCT,Saint Vincent and the Grenadines,200904,1
VCT,Saint Vincent and the Grenadines,201001,2
VCT,Saint Vincent and the Grenadines,201002,1
VCT,Saint Vincent and the Grenadines,201003,1
VCT,Saint Vincent and the Grenadines,201004,1
VCT,Saint Vincent and the Grenadines,201101,1
VCT,Saint Vincent and the Grenadines,201102,1
VCT,Saint Vincent and the Grenadines,201103,2
VCT,Saint Vincent and the Grenadines,201104,1
VCT,Saint Vincent and the Grenadines,201201,2
VCT,Saint Vincent and the Grenadines,201202,2
VCT,Saint Vincent and the Grenadines,201203,2
VCT,Saint Vincent and the Grenadines,201204,2
VCT,Saint Vincent and the Grenadines,201301,1
VCT,Saint Vincent and the Grenadines,201302,1
VEN,Venezuela,200804,1
VEN,Venezuela,200901,1
VEN,Venezuela,200902,1
VEN,Venezuela,200903,1
VEN,Venezuela,200904,1
VEN,Venezuela,201001,1
VEN,Venezuela,201002,1
VEN,Venezuela,201003,1
VEN,Venezuela,201004,1
VEN,Venezuela,201101,1
VEN,Venezuela,201102,1
VEN,Venezuela,201103,1
VEN,Venezuela,201104,1
VEN,Venezuela,201201,1
VEN,Venezuela,201202,1
VEN,Venezuela,201203,1
VEN,Venezuela,201204,2
VEN,Venezuela,201301,2
VEN,Venezuela,201302,2
VIR,Virgin Islands, U.S.,200804,4
VIR,Virgin Islands, U.S.,200901,4
VIR,Virgin Islands, U.S.,200902,4
VIR,Virgin Islands, U.S.,200903,4
VIR,Virgin Islands, U.S.,200904,4
VIR,Virgin Islands, U.S.,201001,4
VIR,Virgin Islands, U.S.,201002,4
VIR,Virgin Islands, U.S.,201003,4
VIR,Virgin Islands, U.S.,201004,4
VIR,Virgin Islands, U.S.,201101,4
VIR,Virgin Islands, U.S.,201102,4
VIR,Virgin Islands, U.S.,201103,4
VIR,Virgin Islands, U.S.,201104,4
VIR,Virgin Islands, U.S.,201201,4
VIR,Virgin Islands, U.S.,201202,4
VIR,Virgin Islands, U.S.,201203,4
VIR,Virgin Islands, U.S.,201204,4
VIR,Virgin Islands, U.S.,201301,4
VIR,Virgin Islands, U.S.,201302,4
VNM,Vietnam,200804,1
VNM,Vietnam,200901,1
VNM,Vietnam,200902,2
VNM,Vietnam,200903,2
VNM,Vietnam,200904,2
VNM,Vietnam,201001,2
VNM,Vietnam,201002,1
VNM,Vietnam,201003,1
VNM,Vietnam,201004,1
VNM,Vietnam,201101,1
VNM,Vietnam,201102,1
VNM,Vietnam,201103,1
VNM,Vietnam,201104,1
VNM,Vietnam,201201,1
VNM,Vietnam,201202,1
VNM,Vietnam,201203,2
VNM,Vietnam,201204,2
VNM,Vietnam,201301,2
VNM,Vietnam,201302,2
VUT,Vanuatu,200804,4
VUT,Vanuatu,200901,4
VUT,Vanuatu,200902,4
VUT,Vanuatu,200903,4
VUT,Vanuatu,200904,4
VUT,Vanuatu,201001,4
VUT,Vanuatu,201002,4
VUT,Vanuatu,201003,4
VUT,Vanuatu,201004,4
VUT,Vanuatu,201101,4
VUT,Vanuatu,201102,4
VUT,Vanuatu,201103,4
VUT,Vanuatu,201104,4
VUT,Vanuatu,201201,4
VUT,Vanuatu,201202,4
VUT,Vanuatu,201203,4
VUT,Vanuatu,201204,4
VUT,Vanuatu,201301,4
VUT,Vanuatu,201302,4
WSM,Samoa,200804,4
WSM,Samoa,200901,4
WSM,Samoa,200902,4
WSM,Samoa,200903,4
WSM,Samoa,200904,4
WSM,Samoa,201001,4
WSM,Samoa,201002,4
WSM,Samoa,201003,4
WSM,Samoa,201004,4
WSM,Samoa,201101,4
WSM,Samoa,201102,4
WSM,Samoa,201103,4
WSM,Samoa,201104,4
WSM,Samoa,201201,4
WSM,Samoa,201202,4
WSM,Samoa,201203,4
WSM,Samoa,201204,4
WSM,Samoa,201301,4
WSM,Samoa,201302,4
